"<b>GOING INTO PRODUCTION:</b> You want to know how to put your shop into production mode, please read chapters &laquo; Proceeding to test phase &raquo; and &laquo; Shifting the shop to production mode &raquo; in the documentation of the module.","<b>GOING INTO PRODUCTION:</b> You want to know how to put your shop into production mode, please read chapters &laquo; Proceeding to test phase &raquo; and &laquo; Shifting the shop to production mode &raquo; in the documentation of the module."
"The shop is in maintenance mode.The automatic notification cannot work.","The shop is in maintenance mode.The automatic notification cannot work."
"The automatic validation has not worked. Have you correctly set up the notification URL in your PayZen Back Office?","The automatic validation has not worked. Have you correctly set up the notification URL in your PayZen Back Office?"
"For understanding the problem, please read the documentation of the module:&nbsp;&nbsp;&nbsp;- Chapter &laquo; To read carefully before going further &raquo;<br />&nbsp;&nbsp;&nbsp;- Chapter &laquo; Notification URL settings &raquo;","For understanding the problem, please read the documentation of the module:&nbsp;&nbsp;&nbsp;- Chapter &laquo; To read carefully before going further &raquo;<br />&nbsp;&nbsp;&nbsp;- Chapter &laquo; Notification URL settings &raquo;"
"Invoice %s was created.","Invoice %s was created."
"Transaction %s was created.","Transaction %s was created."
"Transaction %s was updated.","Transaction %s was updated."
"Your payment was not accepted. Please, try to re-order.","Your payment was not accepted. Please, try to re-order."
"The payment was successful. Your order was registered successfully.","The payment was successful. Your order was registered successfully."
"An error has occurred during the payment process.","An error has occurred during the payment process."
"Payment cancelled.","Payment cancelled."
"< Cancel and return to payment choice","< Cancel and return to payment choice"

"Error occurred when refunding payment for order #%s. Unexpected transaction status: %s.","Error occurred when refunding payment for order #%s. Unexpected transaction status: %s."
"Cannot refund payment for order #%s. Transaction amount (%s %s) is less than requested refund amount (%s %s).","Cannot refund payment for order #%s. Transaction amount (%s %s) is less than requested refund amount (%s %s)."
"Unexpected transaction type received (%s).","Unexpected transaction type received (%s)."

"Payment is cancelled only in Magento. Please, consider cancelling the payment in PayZen Back Office.","Payment is cancelled only in Magento. Please, consider cancelling the payment in PayZen Back Office."
"Payment is validated only in Magento. Please, consider validating the payment in PayZen Back Office.","Payment is validated only in Magento. Please, consider validating the payment in PayZen Back Office."
"Order %s has been validated.","Order %s has been validated."
