"Impossible to make online refund for order #%1$s: password is not configured. Let %2$s do offline refund.","Impossível fazer reembolso online para o pedido #%1$s: a senha não está configurada. Permita que %2$s faça o reembolso off-line."
"You are not authorized to do this action online. Please, do not forget to update payment in PayZen Back Office.","Você não tem a autorização para realizar esta ação online. Modifique o pagamento no Back Office PayZen."
"Chargebacks cannot be refunded.","Não é possível reembolsar uma transação com o pagamento pendente."
"Refund error","Erro de reembolso"
"Cannot refund payment for order #%1$s.","Não é possível reembolsar o pedido #%1$s."
"Refund of split payment is not supported. Please, consider making necessary changes in %1$s Back Office.","Reembolso de pagamento fracionado não é suportado. Não esqueça de fazer as modificações necessárias no Back Office %1$s."
"Refund of split payment is already done in PayZen Back Office. Please, consider making an offline refund in Magento.","O reembolso do pagamento fracionado já é feito no Back Office PayZen. Considere fazer um reembolso offline no Magento."
"The requested refund amount does not correspond to any refund transaction in the PayZen Back Office.","O valor de reembolso solicitado não corresponde a nenhuma transação de reembolso no Back Office PayZen."
"Please fix error to refund payments through PayZen. If you want to refund order in Magento, use the &laquo; Refund Offline &raquo; button.","Favor corrigir o erro para reembolsar os pagamentos via PayZen. Se quiser reembolsar o pedido via Magento, use o botão &laquo; Reembolso fora de linha &raquo;."
"Cancellation error","Erro de cancelamento"
"Payment review error","Erro de atualização"
"An error has occurred during the cancellation process.","Ocorreu um erro durante o cancelamento"
"An error has occurred during the payment review process.","Ocorreu um erro durante a atualização do pagamento."
"Are you sure you want to validate this order in PayZen gateway?","Tem certeza que quer validar este pedido na plataforma PayZen?"
"Validate payment","Validar o pagamento"
"Payment Review","Verificação do pagamento"
"To validate payment","Pagamento para validar"
"Validation error","Erro de validação"
"Payment is cancelled only in Magento. Please, consider cancelling the payment in PayZen Back Office.","O pagamento está cancelado somente no Magento. Não esqueça de cancelar o pagamento no Back Office PayZen."
"Payment is validated only in Magento. Please, consider validating the payment in PayZen Back Office.","O pagamento é validado apenas em Magento. Não esqueça de validar o pagamento no Back Office PayZen."
"Transaction %1 has been validated.","A transação %1 foi validada."
"Order %1 has been validated.","O pedido %1 foi validado."
"Payment validated successfully.","Pagamento validado com sucesso."
"Please consult the PayZen logs for more details.","Favor consultar os logs de PayZen para maiores detalhes."
"An error has occurred during the validation process.","Ocorreu um erro durante o processo de validação."
"You will enter payment data after order confirmation.","Você vai digitar os dados de pagamento após a confirmação do pedido."
"Choose your payment option","Escolhe sua opção de pagamento"
"Your payment option","Sua opção de pagamento"
"Choose your means of payment","Escolha seu meio de pagamento"
"Your means of payment","Seu meio de pagamento"
"Pay with PayZen","Pagar com PayZen"
"Pay by gift card","Pagar por cartão presente"
"Pay with Choozeo","Pagar com Choozeo"
"Pay with Oney","Pagar com Oney"
"Pay with SEPA","Pagar com SEPA"
"Pay with PayPal","Pagar com PayPal"
"Pay with Full CB","Pagar com Full CB"
"Pay with Franfinance","Pagar com Franfinance"
"Other payment means","Outros meios de pagamento"
"Payment with %s","Pagamento com %s"
"Pay with %s","Pagar com %s"
"Payment gateway redirection","Redirecionamento para a plataforma de pagamento"
"Please wait a moment. This page will transfer your data to PayZen payment gateway in a few seconds.","Favor esperar, você será redirecionado para a plataforma de pagamento PayZen em alguns instantes."
"If nothing happens in 10 seconds, click the button below.","Se nada acontecer dentro de 10 segundos, clique no botão abaixo."
"Please wait a moment. Your order payment is now processing.","Favor esperar. O pagamento do seu pedido está em andamento."
"Send","Enviar"
"Order not found in session.","Pedido não encontrado na sessão."
"Order total is empty.","O valor do pedido está nulo"
"Order payment already processed.","O pagamento já foi processado para este pedido."
"Client sent to PayZen gateway.","Cliente enviado para a plataforma PayZen."
"CVV","CVV"
"Incorrect credit card number.","Número de cartão de crédito incorreto."
"Incorrect credit card CVV.","CVV do cartão incorreto."
"Incorrect credit card expiration date.","Data de vencimento co cartão incorreta."
"Email","E-mail"
"First Name","Nome"
"Last Name","Sobrenome"
"Civility","Estado civil"
"Address","Endereço"
"Postcode","CEP"
"City","Cidade"
"Country","País"
"Telephone","Telefone"
"The field %1 is required for this means of payment.","O campo %1 é obrigatório para este meio de pagamento."
"The fields %1 are required for this means of payment.","Os campos %1 são obrigatórios para este meio de pagamento."
"billing address","Endereço de faturamento"
"delivery address","Endereço de entrega"
"The field %1 of your %2 is invalid.","O campo %1 do seu %2 é inválido."
"The field %1 of your %2 is mandatory.","O campo %1 do seu %2 é obrigatório."
"The following characters: %1 are not allowed for this field.","Os caracteres seguintes: %1 não são autorizados para este campo."
"OR","OU"
"Click here to pay with your stored means of payment.","Clique aqui para pagar com seu meio de pagamento salvo."
"You will pay with your stored means of payment %s","Você vai pagar com seu meio de pagamento salvo %s"
"Click here to pay with another means of payment.","Clique aqui para pagar com um outro meio de pagamento."
"manage your payment means","gerenciar seus meios de pagamento"
"Are you sure you want to delete your saved means of payment? This action is not reversible!","Você quer mesmo apagar seu meio de pagamento salvo? Esta ação é definitiva!"
"Delete %s","Cancelar %s"
"You have no stored payment means.","Você não tem nenhum meio de pagamento salvo."
"My payment means","Meus meios de pagamento"
"The stored means of payment could not be deleted.","O meio de pagamento salvo não pôde ser apagado."
"The stored means of payment was successfully deleted.","O meio de pagamento salvo foi apagado com sucesso."
"Shipping Address","Endereço de entrega"
"Shipping Method","Método de entrega"
"Sorry, no quotes are available for this product configuration.","Nenhum modo de entrega está disponível para o produto com estas opções."
"Sorry, no quotes are available for this order at this time.","Nenhum modo de entrega está disponível para seu endereço."
"Cannot add the item to shopping cart.","Não é possível adicionar o item no carrinho."
"Cannot pay requested product with &laquo; PayZen Buy now &raquo;.","Não pode pagar o produto solicitado com &laquo; PayZen Comprar agora &raquo;."
"Some of the products you requested are unavailable.","Certos produtos solicitados não estão mais disponíveis."
"Some of the products you requested are not available in the desired quantity.","Certos produtos não estão disponíveis nessas quantidades."
"Your order total:","Valor do seu pedido:"
"Debit dates","Datas de débito"
"Contribution:","Entrada de:"
"Followed by %s installments","Acompanhamento de %s parcelas"
"Installment %i:","Parcela %i:"
"Total cost of credit:","Custo total do crédito:"
"Funding of %s with a fixed APR of %s %%.","Financiamento de %s no TAEG fixo de %s %%."
"Order amount :","Valor pedido:"
"Installments","Cronograma de pagamento"
"Fees :","Despesas administrativas:"
"Total amount :","Valor total:"

"GOING INTO PRODUCTION: You want to know how to put your shop into production mode, please read chapters &laquo; Proceeding to test phase &raquo; and &laquo; Shifting the shop to production mode &raquo; in the documentation of the module.","PASSAR EM PRODUÇÃO: Para saber como passar sua loja em produção, favor consultar os capítulos  &laquo; Realize a fase de teste &raquo; e &laquo; Passar uma loja em modo produção &raquo; da documentação do módulo."
"The shop is in maintenance mode.The automatic notification cannot work.","A loja está em modo manutenção. A validação automática não pode funcionar."
"The automatic validation has not worked. Have you correctly set up the notification URL in your PayZen Back Office?","O pedido foi validado mas a confirmação automática não funcionou. Você configurou devidamente a URL de notificação no Back Office PayZen?"
"For understanding the problem, please read the documentation of the module:&nbsp;&nbsp;&nbsp;- Chapter &laquo; To read carefully before going further &raquo;&nbsp;&nbsp;&nbsp;- Chapter &laquo; Notification URL settings &raquo;","Para entender a problemática, consulte a documentação do módulo :&nbsp;&nbsp;&nbsp;- Capítulo &laquo; Para ler com atenção antes de continuar &raquo;&nbsp;&nbsp;&nbsp;- Capítulo &laquo; Configuração da URL de notificação &raquo;"
"Invoice %1 was created.","A fatura %1 foi criada com sucesso."
"Transaction %1 was created.","A transação %1 foi criada com sucesso."
"Transaction %1 was updated.","A transação %1 foi atualizada."
"Your payment was not accepted. Please, try to re-order.","Seu pagamento não foi aceito. Favor realizar seu pedido de novo."
"The payment was successful. Your order was registered successfully.","O pagamento foi realizado com sucesso. Seu pedido foi salvo com sucesso."
"An error has occurred during the payment process.","Ocorreu um erro durante o pagamento."
"Payment cancelled.","Pagamento cancelado."
"Capture delay column","Prazo de captura"
"Compact mode","Modo compacto"
"This option allows to display the Smartform in a compact mode.","Esta opção permite exibir o Smartform em modo compacto."
"Payment means grouping threshold","Limite de agrupamento para meios de pagamento"
"Number of means of payment from which they will be grouped.","Número de meios de pagamento a partir dos quais serão agrupados."
"Display in a pop-in","Mostrar en una ventana pop-in"
"This option allows to display the embedded payment fields or the Smartform in a pop-in.","Esta opção permite exibir os campos de pagamento incorporados ou o Smartform en una ventana pop-in."
"Integrated mode","Modo integrado"
"Display title","Mostrar título"
"Display payment method title when it is the only one activated.","Mostra o título do meio de pagamento quando é o único ativado."
"Payment in 3 or 4 times Oney","Pagamento em 3 ou 4 vezes Oney"
"Payment in 10 or 12 times Oney","Pagamento em 10 ou 12 vezes Oney"
